track_name,artist_name,album_name,track_duration,track_popularity,track_release_date,track_explicit,artist_genre,artist_popularity,artist_follower_count,artist_ranking,my_top_songs
"Good Love Is On the Way - Live at the House of Blues, Chicago, Illinois, September 22, 2005",John Mayer,TRY! - Live In Concert,290,42,200509,0,singer-songwriter,79,6181996,16,0
Bring Me To Life - Remastered 2023,Evanescence,Fallen (Deluxe Edition / Remastered 2023),236,56,202311,0,alternative metal,78,5651192,30,0
Like a Rolling Stone,Bob Dylan,Highway 61 Revisited,369,78,196508,0,"folk rock, folk, singer-songwriter, roots rock, country rock",77,7177029,0,0
Stop This Train,John Mayer,Continuum,285,65,200609,0,singer-songwriter,79,6181996,16,0
"Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 ""The Hunt"": I. Allegro",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,533,15,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Perfectly Lonely,John Mayer,Battle Studies,268,60,200911,0,singer-songwriter,79,6181996,16,0
"Piano Sonata No. 7 in D Major, Op. 10 No. 3: IV. Rondo. Allegro",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,248,16,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
"Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 ""The Hunt"": II. Scherzo. Allegretto vivace",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,295,13,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
"Piano Sonata No. 10 in G Major, Op. 14 No. 2: III. Scherzo. Allegro assai",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,229,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Til the Right One Comes,John Mayer,Sob Rock,219,59,202107,0,singer-songwriter,79,6181996,16,0
"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""The Tempest"": III. Allegretto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,404,41,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
The Bomb Dot Com V2.0,Sleeping With Sirens,With Ears To See And Eyes To Hear,211,0,201003,0,"emo, post-hardcore, screamo",68,2517462,5,0
RATHER LIE (with The Weeknd),Playboi Carti,MUSIC,209,87,202503,1,rage rap,91,14386223,83,0
"Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 ""The Hunt"": IV. Presto con fuoco",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,280,13,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Underclass Hero,Sum 41,Underclass Hero,194,61,200701,0,"pop punk, punk, skate punk",73,4223025,25,0
Time of Dying,Three Days Grace,One-X,186,71,200606,0,"post-grunge, rock",80,6956282,37,0
Crave,Paramore,This Is Why,235,62,202302,0,"pop punk, emo",82,9474638,1,0
Stronger,Kanye West,Graduation,311,84,200709,1,rap,92,30242415,47,0
Under Ground Kings,Drake,Take Care (Deluxe),212,66,201111,1,rap,98,99395931,26,0
So Called Life,Three Days Grace,EXPLOSIONS,206,68,202205,1,"post-grunge, rock",80,6956282,37,0
Pieces,Sum 41,Chuck,182,71,200410,0,"pop punk, punk, skate punk",73,4223025,25,0
"But, What If I Fly?",Chrissy Costanza,VII,200,50,202410,0,,59,80448,107,0
Somebody,Memphis May Fire,Make Believe,200,18,202202,0,"metalcore, post-hardcore, screamo",62,924053,28,0
FEEL NOTHING,The Plot In You,DISPOSE,216,72,201802,1,metalcore,66,545636,40,0
"For You, And Your Denial",Yellowcard,"When You're Through Thinking, Say Yes",213,59,201103,0,"pop punk, punk, emo",66,1608091,111,0
Paranoid,I Prevail,TRAUMA,144,62,201903,0,metalcore,71,1744410,18,0
FREEFALL,NOTHING MORE,CARNAL,226,61,202406,0,,67,545705,11,0
Blood,In This Moment,Blood,207,62,201208,0,metal,63,1411114,39,0
Book Of Love,Tonight Alive,Underworld,188,29,201801,0,pop punk,48,338130,38,0
Suffocating Under Words Of Sorrow (What Can I Do),Bullet For My Valentine,The Poison,215,49,200602,0,"metalcore, metal",69,3400427,17,0
Misery,Memphis May Fire,Remade In Misery,192,0,202206,0,"metalcore, post-hardcore, screamo",62,924053,28,0
Cemetery Drive,My Chemical Romance,Three Cheers for Sweet Revenge,188,68,200406,0,"emo, pop punk",81,9823059,31,0
a bulleT w/ my namE On (feat. Underoath),Bring Me The Horizon,POST HUMAN: NeX GEn,260,63,202405,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
Hallelujah,Paramore,Riot!,203,51,200706,0,"pop punk, emo",82,9474638,1,0
On My Own,Three Days Grace,One-X,185,58,200606,0,"post-grunge, rock",80,6956282,37,0
Homecoming,Kanye West,Graduation,203,83,200709,1,rap,92,30242415,47,0
The Fighter,In This Moment,Black Widow,292,52,201411,0,metal,63,1411114,39,0
The World Calling,There For Tomorrow,A Little Faster,281,48,200906,0,,43,67270,257,0
This Close,Flyleaf,Memento Mori (Expanded),199,57,200901,0,"christian rock, christian alternative rock, emo",64,1415610,15,0
Breaking the Habit,Linkin Park,Meteora,196,72,200303,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
My Curse,Killswitch Engage,As Daylight Dies (Special Edition),244,74,200702,0,"metalcore, metal",68,2103906,151,0
Perfect Soul,Spiritbox,Perfect Soul,239,58,202411,0,"metalcore, djent, metal",69,915026,13,0
House of Wolves,My Chemical Romance,The Black Parade,184,66,200610,1,"emo, pop punk",81,9823059,31,0
Beauty Of Annihilation,Elena Siegman,Call of Duty: Black Ops – Zombies (Original Game Soundtrack),268,63,201101,0,,57,55892,221,0
On the Inside,As Everything Unfolds,Within Each Lies the Other,191,43,202103,0,"metalcore, post-hardcore",39,61359,125,0
Fail,Get Scared,Best Kind Of Mess,169,43,201001,0,"emo, metalcore, post-hardcore",58,764241,21,0
Secret Garden,Spiritbox,Eternal Blue,219,61,202109,0,"metalcore, djent, metal",69,915026,13,0
The Fallout,Crown The Empire,The Fallout,236,51,201211,1,"metalcore, post-hardcore, screamo",53,563652,52,0
TOPIA TWINS (feat. Rob49 & 21 Savage),Travis Scott,UTOPIA,223,78,202307,1,rap,93,39229802,199,0
Tourniquet - Remastered 2023,Evanescence,Fallen (Deluxe Edition / Remastered 2023),278,43,202311,0,alternative metal,78,5651192,30,0
Bruises,Yours Truly,is this what i look like?,190,35,202207,0,pop punk,44,92460,60,0
Perfect Crime,Chrissy Costanza,Perfect Crime,161,48,202411,1,,59,80448,107,0
Remember Me,Currents,The Death We Seek,244,64,202305,0,"metalcore, djent, deathcore, metal",61,300692,73,0
Dawnbreaker,Daedric,Mortal,201,42,202308,0,,45,47201,66,0
Have Faith In Me,A Day To Remember,Homesick,188,66,200902,0,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,0
Same Direction,Hoobastank,The Reason (15th Anniversary Deluxe),195,1,200312,0,nu metal,69,2677907,91,0
Too Close / Too Late,Spiritbox,The Fear of Fear,281,53,202311,0,"metalcore, djent, metal",69,915026,13,0
Not Good Enough For Truth In Cliché,Escape the Fate,Dying Is Your Latest Fashion,231,64,200610,0,"emo, screamo, post-hardcore, metalcore",63,1427783,43,0
Timebomb,Attila,Timebomb,200,37,202402,1,"deathcore, metalcore, rap metal, screamo, metal",53,513618,159,0
A Place for My Head,Linkin Park,Hybrid Theory (Bonus Edition),184,76,200010,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
liMOusIne (feat. AURORA),Bring Me The Horizon,POST HUMAN: NeX GEn,251,70,202405,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
Barely Breathing (feat. Against The Current),From Ashes to New,Barely Breathing (feat. Against The Current),190,56,202402,1,"rap rock, rap metal",60,589096,53,0
Monster - Transformers Soundtrack Version,Paramore,Monster,200,63,201106,0,"pop punk, emo",82,9474638,1,0
Real Life,Story Of The Year,Tear Me to Pieces,164,55,202303,0,"emo, post-hardcore, screamo, pop punk",58,548468,87,0
Rats,Motionless In White,Graveyard Shift,235,52,201705,1,"metalcore, metal, screamo",70,1910079,2,0
Bad Habits,Conquer Divide,Bad Habits,208,42,202111,0,metalcore,52,128936,33,0
Bury a Lie,Rain City Drive,To Better Days,196,52,202008,0,"post-hardcore, metalcore",60,339114,55,0
Love Bites (So Do I),Halestorm,The Strange Case of... (Deluxe),191,63,201204,0,,67,1577672,143,0
5 Years,Tonight Alive,Consider This,169,21,201111,0,pop punk,48,338130,38,0
Obey (with YUNGBLUD),Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,220,65,202010,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
Infra-Red,Three Days Grace,Outsider,230,60,201803,0,"post-grunge, rock",80,6956282,37,0
Face to the Floor,Chevelle,Hats Off to the Bull,218,68,201112,0,"alternative metal, nu metal, post-grunge, hard rock",70,2037419,57,0
Revenge & It's Thrills,Tonight Alive,Consider This,166,20,201111,0,pop punk,48,338130,38,0
Graveyard Dancing,Destroy Rebuild Until God Shows,D.R.U.G.S.,179,48,201102,0,"post-hardcore, screamo, metalcore, emo",44,143850,134,0
Bad Guy,Falling In Reverse,Popular Monster,157,73,202408,1,"emo, rap metal",76,3963547,54,0
BEG!,Vana,BEG!,162,63,202403,1,,57,129625,258,0
Carousel,As December Falls,Join The Club,185,46,202307,0,pop punk,48,104560,113,0
"Piano Sonata No. 11 in B-Flat Major, Op. 22: I. Allegro con brio",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,443,15,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Built for Blame,Get Scared,"Built for Blame, Laced With Shame - Spotify Exclusive",263,47,201208,0,"emo, metalcore, post-hardcore",58,764241,21,0
What I've Done,Linkin Park,Minutes to Midnight,205,86,200705,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
Black Honey,Thrice,To Be Everywhere Is to Be Nowhere,239,62,201605,0,"post-hardcore, screamo",57,487893,147,0
In Waves,Trivium,In Waves (Special Edition),302,61,201108,0,"metalcore, metal, heavy metal",63,1673528,67,0
Move Along,The All-American Rejects,Move Along,238,75,200501,0,"pop punk, emo",71,3024264,168,0
"Still into You - Live at Red Rocks Amphitheatre, Morrison, CO, 8/12/2014",Paramore,Paramore (Deluxe Edition),270,38,201304,0,"pop punk, emo",82,9474638,1,0
Let This Love Lie Dead,First and Forever,Let This Love Lie Dead,173,52,202103,0,pop punk,46,55931,98,0
Shouldn't Matter but It Does,John Mayer,Sob Rock,236,56,202107,1,singer-songwriter,79,6181996,16,0
Fat Lip,Sum 41,"All Killer, No Filler",178,76,200101,1,"pop punk, punk, skate punk",73,4223025,25,0
Bold as Love,John Mayer,Continuum,258,52,200609,0,singer-songwriter,79,6181996,16,0
L'Amour Toujours,Gigi D'Agostino,L'Amour Toujours,242,80,200105,0,"eurodance, italo dance",72,1057522,0,0
Rotoscope,Spiritbox,Rotoscope,215,56,202206,0,"metalcore, djent, metal",69,915026,13,0
Remedy,Seether,Karma and Effect,207,75,200501,0,"post-grunge, alternative metal, rock",72,3715928,58,0
MakeDamnSure,Taking Back Sunday,Louder Now (Deluxe Edition),208,72,200604,0,"emo, pop punk, screamo, punk",64,924596,471,0
Make No Sense,YoungBoy Never Broke Again,AI YoungBoy 2,148,80,201910,1,,84,14190027,62,0
Until The End,Breaking Benjamin,Phobia (Explicit Version),252,64,200601,1,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Attack,Thirty Seconds To Mars,A Beautiful Lie,188,68,200508,0,,71,3854167,478,0
Last One Standing,Icon For Hire,Amorphous,204,38,202102,0,christian rock,51,356148,22,0
Don’t Look Away,The Plot In You,Don't Look Away,193,62,202403,1,metalcore,66,545636,40,0
"Symphony No. 2 In C Minor - ""Resurrection"" / 1st Movement - Allegro maestoso (Totenfeier): Wie zu Anfang",Gustav Mahler,Mahler: Symphony No. 2,161,46,200301,0,"classical, orchestra",59,365331,0,0
The Grey,Icon For Hire,Scripted,207,42,201101,0,christian rock,51,356148,22,0
Scream,Avenged Sevenfold,Avenged Sevenfold,288,64,200710,0,"metal, alternative metal",79,11081124,36,0
From The D To The A (feat. Lil Yachty),Tee Grizzley,From The D To The A (feat. Lil Yachty),158,74,201703,1,,71,3972524,401,0
ARTIFICIAL SUICIDE,Bad Omens,THE DEATH OF PEACE OF MIND,195,68,202202,1,metalcore,74,1757840,8,0
Resentment,A Day To Remember,You're Welcome,227,63,202103,0,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,0
Paranoia,A Day To Remember,Bad Vibrations (Deluxe Edition),200,63,201609,1,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,0
they’re all around us,Poppy,Negative Spaces,204,63,202411,1,,67,1582523,49,0
Timebomb,Motionless In White,Timebomb,226,51,202108,0,"metalcore, metal, screamo",70,1910079,2,0
Hangman,Reliqa,Eventide,246,27,201811,0,,36,27926,64,0
Thnks fr th Mmrs,Fall Out Boy,Infinity On High,203,82,200701,0,"emo, pop punk",81,11306194,71,0
The Negative,I Prevail,TRUE POWER,140,50,202208,1,metalcore,71,1744410,18,0
Strangers,Yours Truly,Too Late for Apologies,210,34,201703,0,pop punk,44,92460,60,0
Hit the Floor,Linkin Park,Meteora (Bonus Edition),164,58,200303,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
Stuck In Your Head,I Prevail,Lifelines,215,60,201610,0,metalcore,71,1744410,18,0
Hive Mind,Dark Divine,Deadly Fun,232,35,202309,0,metalcore,49,58371,51,0
Killstar (The Cold World),Reliqa,Killstar (The Cold World),281,37,202403,1,,36,27926,64,0
Hell Is Where The Heart Is,Get Scared,The Dead Days,212,39,201904,1,"emo, metalcore, post-hardcore",58,764241,21,0
HYFR (Hell Ya Fucking Right),Drake,Take Care (Deluxe),206,74,201111,1,rap,98,99395931,26,0
Jenny,NOTHING MORE,Nothing More,236,1,201406,0,,67,545705,11,0
Bang Bang,Story Of The Year,Wolves,223,45,201712,1,"emo, post-hardcore, screamo, pop punk",58,548468,87,0
The Divine Infection,Motionless In White,Infamous,217,32,201211,1,"metalcore, metal, screamo",70,1910079,2,0
Eyes Wide Shut,Conquer Divide,Conquer Divide,229,34,201507,0,metalcore,52,128936,33,0
Left For Dead,Memphis May Fire,Make Believe,185,10,202202,0,"metalcore, post-hardcore, screamo",62,924053,28,0
Hallucinate,Yours Truly,is this what i look like?,211,35,202207,0,pop punk,44,92460,60,0
Kamikaze,RedHook,Bad Decisions,192,45,202104,1,,45,58900,120,0
Dear Agony - Aurora Version,Breaking Benjamin,Aurora,255,52,202001,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Bring Me Down,Point North,Bring Me Down,233,57,202405,0,pop punk,57,182043,56,0
Party On Fifth Ave.,Mac Miller,Blue Slide Park,173,58,201111,1,,84,11874730,32,0
Daydreaming,Paramore,Paramore,271,53,201304,0,"pop punk, emo",82,9474638,1,0
Unholy Confessions,Avenged Sevenfold,Waking The Fallen,283,72,200308,0,"metal, alternative metal",79,11081124,36,0
Catharsis,Motionless In White,Disguise,231,51,201906,0,"metalcore, metal, screamo",70,1910079,2,0
The Fire,Tonight Alive,The Other Side,167,28,201309,0,pop punk,48,338130,38,0
Adrenalize,In This Moment,Blood,255,61,201208,0,metal,63,1411114,39,0
Breathing,Yellowcard,Ocean Avenue,218,65,200301,0,"pop punk, punk, emo",66,1608091,111,0
My Own Summer (Shove It),Deftones,Around the Fur,214,82,199710,0,"nu metal, alternative metal, rap metal, shoegaze",82,7040227,34,0
Better Days,Currents,The Way It Ends,247,65,202006,1,"metalcore, djent, deathcore, metal",61,300692,73,0
Weight Of The World,Evanescence,The Open Door,217,55,200601,0,alternative metal,78,5651192,30,0
Atrophy,The Red Jumpsuit Apparatus,Don't You Fake It,198,44,200601,0,"pop punk, emo",65,1491980,9,0
Talking to Myself,Sleeping With Sirens,How It Feels to Be Lost (Deluxe),190,48,201909,0,"emo, post-hardcore, screamo",68,2517462,5,0
Drowning Hymns,Wind Walkers,What If I Break?,259,59,202311,0,"metalcore, post-hardcore",61,94369,80,0
Crawl,Breaking Benjamin,Dear Agony,238,60,200901,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Been Here Before,The Plot In You,Been Here Before,267,20,202408,0,metalcore,66,545636,40,0
Lying from You,Linkin Park,Meteora (Bonus Edition),175,72,200303,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
Help,Papa Roach,Crooked Teeth (Deluxe),214,2,201705,0,"nu metal, rap metal, alternative metal, rap rock, rock",76,5850504,61,0
Cut the Check (feat. Chief Keef),Mac Miller,GO:OD AM,170,52,201509,1,,84,11874730,32,0
D4MAGE DONE,I See Stars,D4MAGE DONE,195,42,202311,0,"metalcore, post-hardcore, screamo, deathstep",54,497184,70,0
Cure 4 Psycho,RedHook,Cure 4 Psycho,157,40,202011,1,,45,58900,120,0
"Piano Sonata No. 7 in C, K.309: 1. Allegro con spirito",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,334,31,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
E.O.D.,Reliqa,Eventide,263,23,201811,0,,36,27926,64,0
SIRENS,Windwaker,HYPERVIOLENCE,216,52,202407,0,metalcore,47,54970,299,0
The Hunted,Saint Asonia,Flawed Design,223,52,201910,0,post-grunge,51,280575,106,0
Tell Me How,Paramore,After Laughter,260,54,201705,0,"pop punk, emo",82,9474638,1,0
Words As Weapons,Seether,Isolate And Medicate (Deluxe Edition),240,66,201401,0,"post-grunge, alternative metal, rock",72,3715928,58,0
Weightless,All Time Low,Nothing Personal (Deluxe Version),198,69,200907,1,"pop punk, emo, punk",71,3144990,90,0
The Artist In The Ambulance,Thrice,The Artist In The Ambulance,219,60,200301,0,"post-hardcore, screamo",57,487893,147,0
Anchor,Of Mice & Men,Echo,238,51,202112,0,"metalcore, post-hardcore, screamo, metal",61,1354909,20,0
This Is How I Disappear,My Chemical Romance,The Black Parade,239,67,200610,0,"emo, pop punk",81,9823059,31,0
Chaotic,Memphis May Fire,Infection,171,22,202409,0,"metalcore, post-hardcore, screamo",62,924053,28,0
Antivist,Bring Me The Horizon,Sempiternal (Expanded Edition),193,60,201304,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
Ocean Avenue,Yellowcard,Ocean Avenue,198,76,200301,0,"pop punk, punk, emo",66,1608091,111,0
Feeling This,blink-182,blink-182,172,72,200311,1,"pop punk, punk, rock, skate punk, emo",79,9063940,96,0
Smile In Your Sleep,Silverstein,Discovering The Waterfront,193,62,200508,0,"post-hardcore, screamo, emo, metalcore, pop punk",60,782894,142,0
Never Know,Bad Omens,Finding God Before God Finds Me (Deluxe),213,65,202001,0,metalcore,74,1757840,8,0
Holding The Embers,We Came As Romans,Darkbloom,253,51,202210,0,"metalcore, post-hardcore, screamo",64,918355,35,0
Ungrateful,Escape the Fate,Ungrateful (Deluxe),203,45,201305,1,"emo, screamo, post-hardcore, metalcore",63,1427783,43,0
Cycles,Catch Your Breath,Shame On Me,222,45,202310,0,metalcore,64,216967,72,0
"Piano Sonata No. 12 in A-Flat Major, Op. 26 ""Funeral March"": II. Scherzo. Allegro molto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,183,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Take Yourself Out,The Used,MEDZ,175,33,202406,0,"emo, screamo, post-hardcore, pop punk",64,1276098,6,0
The Good Left Undone,Rise Against,The Sufferer & The Witness,181,58,200601,0,"punk, hardcore punk",73,2894836,68,0
the INVISIBLE,Conquer Divide,Slow Burn,222,34,202309,0,metalcore,52,128936,33,0
The Last Time,All That Remains,For We Are Many,238,52,201010,0,"metalcore, metal",59,1430597,122,0
So Cold - Remix,Breaking Benjamin,We Are Not Alone,273,71,200401,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
0 To 100 / The Catch Up,Drake,0 To 100 / The Catch Up,275,71,201307,1,rap,98,99395931,26,0
"Piano Sonata No. 9 in E Major, Op. 14 No. 1: III. Rondo. Allegro comodo",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,213,15,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Judith,A Perfect Circle,Mer De Noms,247,70,200001,1,alternative metal,65,2016760,132,0
Setting Yourself Up For Sarcasm,Get Scared,Cheap Tricks And Theatrics,206,44,200908,0,"emo, metalcore, post-hardcore",58,764241,21,0
Overflow,Polaris,Fatalism,251,50,202309,0,"metalcore, djent, metal, deathcore, post-hardcore",61,375471,29,0
Ghost,Envoi,Changes,279,42,201304,0,,36,26889,276,0
Killstar (The Cold World),Reliqa,Secrets of the Future,281,35,202405,1,,36,27926,64,0
4 Words (To Choke Upon),Bullet For My Valentine,The Poison,223,52,200602,0,"metalcore, metal",69,3400427,17,0
115,Daedric,115,223,36,202311,0,,45,47201,66,0
Blood In My Eyes,Sum 41,Screaming Bloody Murder,256,45,201101,0,"pop punk, punk, skate punk",73,4223025,25,0
Ashley,Escape the Fate,This War Is Ours (Deluxe Edition),207,56,201004,0,"emo, screamo, post-hardcore, metalcore",63,1427783,43,0
Ipecac,Cassyette,This World Fucking Sucks,138,51,202408,0,,51,125940,93,0
The Other Side,Tonight Alive,The Other Side,220,38,201309,0,pop punk,48,338130,38,0
"Piano Sonata No. 9 in D, K.311: 2. Andantino con espressione",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,346,31,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
See You At The Bottom,Seether,Isolate And Medicate (Deluxe Edition),218,33,201401,1,"post-grunge, alternative metal, rock",72,3715928,58,0
Fuck It,Lil Durk,Nightmares In the Trenches,179,46,202311,1,"chicago drill, drill",82,9014901,138,0
Mal de Amor - Ao Vivo,Gusttavo Lima,Embaixador Acústico (Ao Vivo),164,0,202408,0,"sertanejo, sertanejo universitário, arrocha, agronejo, piseiro, forró",80,22969649,124,0
Curse Or Cure - Acoustic,Icon For Hire,Amorphous (Extended Edition),206,18,202112,0,christian rock,51,356148,22,0
"Piano Sonata No. 15 in F, K.533/494: 1. Allegro, K.533",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,459,33,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
"Piano Sonata No. 15 in D Major, Op. 28 ""Pastorale"": II. Andante",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,409,15,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": III. Presto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,451,18,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Bleed It Out,Linkin Park,Minutes to Midnight,164,82,200705,1,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
Unstoppable - NXT Version,Motionless In White,Reincarnate: 10 Year Anniversary,206,34,202409,0,"metalcore, metal, screamo",70,1910079,2,0
"Piano Sonata No. 12 in A-Flat Major, Op. 26 ""Funeral March"": IV. Allegro",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,198,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Lifelines,I Prevail,Lifelines,201,59,201610,0,metalcore,71,1744410,18,0
"Piano Sonata No. 20 in G Major, Op. 49 No. 2: II. Tempo di menuetto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,233,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
All I Want Is to Be With You,John Mayer,Sob Rock,244,51,202107,0,singer-songwriter,79,6181996,16,0
"Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 ""Quasi una fantasia"": III. Adagio con espressione",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,168,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": I. Allegro con brio",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,648,16,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": II. Introduzione. Adagio molto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,262,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
War of My Life,John Mayer,Battle Studies,255,50,200911,0,singer-songwriter,79,6181996,16,0
nihilist blues (feat. Grimes),Bring Me The Horizon,amo,325,56,201901,0,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
My Hero - Acoustic,Paramore,My Hero,225,41,200606,0,"pop punk, emo",82,9474638,1,0
"Piano Sonata No. 3 in C Major, Op. 2 No. 3: I. Allegro con brio",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,619,19,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Avalanche - Live at the Royal Albert Hall,Bring Me The Horizon,Live at the Royal Albert Hall,329,44,202010,0,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
Kill or Be Killed,New Years Day,Malevolence,232,41,201510,0,,45,294518,232,0
"Piano Sonata No. 8 in A minor, K.310: 3. Presto",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,174,35,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
Psychosocial,Slipknot,All Hope Is Gone,283,66,200808,0,"nu metal, metal, alternative metal, rap metal, heavy metal",81,13386744,74,0
"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: II. Rondo. Allegro",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,216,13,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Swerve City,Deftones,Koi No Yokan,164,69,201211,0,"nu metal, alternative metal, rap metal, shoegaze",82,7040227,34,0
Patience Is the Virtue,SLAVES,Beautiful Death,213,55,201802,1,post-hardcore,56,70802,102,0
Into Fire,Reliqa,Eventide,207,28,201811,0,,36,27926,64,0
MORE,The Warning,MORE,187,1,202305,0,,64,698467,286,0
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,362,44,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
"Piano Sonata No. 11 in A Major, K. 331: I. Tema (Andante grazioso) con variazioni",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,825,39,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
"Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 ""Quasi una fantasia"": II. Allegro molto e vivace",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,120,15,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
"Piano Sonata No. 15 in D Major, Op. 28 ""Pastorale"": I. Allegro",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,648,17,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": II. Allegretto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,145,16,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Amárrame,Mon Laferte,La Trenza,207,79,201704,0,latin alternative,78,9341366,0,0
Slaughterhouse 2 (feat. Chris Motionless),Knocked Loose,You Won't Go Before You're Supposed To,183,58,202405,0,"hardcore, metalcore, deathcore, hardcore punk",62,596889,305,0
Dark Waves,Attack Attack!,Dark Waves,222,38,202302,1,"metalcore, post-hardcore, screamo",52,274687,104,0
"Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 ""Quasi una fantasia"": I. Andante - Allegro - Tempo I",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,275,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
